text,time,channel,label
"Lolololol. Whoever believes this disgusting propaganda is stupid. Not ""misinformed"". Literally stupid.",4 weeks ago,MSNBC,
Profoundly ignorant and criminal to the core Dotard Judas tRump is as incompetent as he is unbalanced.  Third world USA will never fully recover from this insanity.,4 weeks ago,MSNBC,
"It's got to be a major rural change, anyone running for the office of president, or obtain the office of president of the United States of America, has got to be fully qualified .",4 weeks ago,MSNBC,
Well canada stop the feyntanol at the borders not much to ask your  leader  ots for everyones health abd safety whats wrong with that  why coz your priminster doesnt want to spend his your cash hes ibtained bit so long ago he was f ing with your truck drivers and ruining your country  hes doing it again now  just stop the illegal drug shipments thats all trump adked canada to do,4 weeks ago,MSNBC,
"Be thamkful for someone who loves his country and is a peace jeeper not a war monger like joe who drop his drawers  for a dollar note   its got peoles attention hes stopping war he needs to take the poor palastineans war to stop  stop turn a blind eye  to atrocities comeing their way  theyre still  inmocent children in that land  whom are getting kept from food and water from the land position the other side were given  by britain and others eho put the gazebs into a prison type situstion  it was an enabled crime waiting to hsppen from the strategic design why didnt they give rhe other side gaza  same reason you did in 1948 wirh a fence and a small gate   
Why is everyone afraid",4 weeks ago,MSNBC,
Impeachment is necessary  sorry  USA    But it's true,4 weeks ago,MSNBC,
Lol we can't grow coffee,4 weeks ago,MSNBC,
He trailer to the counrty trump is stump,4 weeks ago,MSNBC,
S few  hlu! Bun mom look NY,4 weeks ago,MSNBC,
Is trump trying to lower the price of someones stock so he can buy it up or something,4 weeks ago,MSNBC,
Trump is charging other countries what other countries are charging us (USA) how is that wrong? Also why are Canadian banks in America but American banks can¡¯t be in Canada ? Answer that one  !!  And trump is the bully ? You all have been brainwashed,4 weeks ago,MSNBC,
Trump asked if Joe could drive that car yesterday not five years ago. You show a clip of Joe with jay leno from years ago to answer a question trump asked yesterday further proving your typical ignorance. Thank you keep it coming.,4 weeks ago,MSNBC,
Trump asked if Joe could drive that car yesterday not five years ago. You show a clip of Joe with jay leno from years ago to answer a question trump asked yesterday further proving your typical ignorance. Thank you keep it coming.,4 weeks ago,MSNBC,
"Backed down? lol ok - illegal commercial ? Oh but it¡¯s ok for demo-rat crooks to steel my money and burn cars ,rite ? I have many more so maybe keep your delusions in check !",4 weeks ago,MSNBC,
"As seen in the more recent news about the tariffs, O'Donnell ends up looking like a fool....a dishonest fool at that.",4 weeks ago,MSNBC,
LEFTIES TO PICK UP THE TAB ON UNFAIR TARIFFS ??,4 weeks ago,MSNBC,
"Does anyone think, the 7 billion people in canada, mexico, south america, europe, EU, NATO countries, commonwealth countries, china, BRICS countries and 1.8 billion muslims, are on the same page about the boycott??????????????",4 weeks ago,MSNBC,
"Trump has been talking to Putin.  Its obvious. If Putin can try and take Ukrain, I can take Canada. Sounds like a good game doesn't it??? USA have a much more mightier miliatary than Russia, I Mr.D Trump can take Canada anytime we like. Actually  Trump could but he loose all trade and friends around the world just like Putin has. Trump see's just miliatary power to try and get Canada. I don't think he realises Canada is part of United Kingdom commonwealth. His mind has gone. I thought Biden was bad but he is asking for trouble.",4 weeks ago,MSNBC,
That is Americans fault  we are know what is his plans Americans still choice him so be it !!!! Congratulations Americans you  got what you want !!!!!,4 weeks ago,MSNBC,
Shame on Americans for voting for Trump!,4 weeks ago,MSNBC,
"Thank you Trudeau for your warning, the Idiots in charge of our government are destroying us",4 weeks ago,MSNBC,
"I know politicians have to be ""relatable"" ... but religion has NO place in ANY of these talks.... 
It's half the reason we're in this mess to begin with, imho",4 weeks ago,MSNBC,
Trump is OUT OF ORDER.  He must be impeached and removed for gross abuse of power.,4 weeks ago,MSNBC,
"?The British army here, sorry but the ENTIRE WORLD is with Canadian people, just the EU has a bigger GDP & military than the USA alone leaving out the rest of the world. Trump can¡¯t win this, he will DESTROY the USA just when they were at their peak of global influence¡¦¡¦¡¦",4 weeks ago,MSNBC,
"?sorry but the ENTIRE WORLD is with Canadian people, just the EU has a bigger GDP & military than the USA alone leaving out the rest of the world. Trump can¡¯t win this, he will DESTROY the USA just when they were at their peak of global influence¡¦¡¦¡¦",4 weeks ago,MSNBC,
"The British army here, Canada WE R WITH YOU 100%.",4 weeks ago,MSNBC,
"Came hee to hear the new lies ,",4 weeks ago,MSNBC,
"H




Impeach the s o b  and take musk with him send musk back to Africa.  We want our country back!!!!!!! Amarica wake up a nd get this dissent out of office!!!!!what a peace of crap!!!!!",4 weeks ago,MSNBC,
ohh like  biden  lied,4 weeks ago,MSNBC,
Great show. You always say what i need to hear. This administration is unbelievably crazy! ????????,4 weeks ago,MSNBC,
i support trump you traders,4 weeks ago,MSNBC,
Oh the army..,2 weeks ago,MSNBC,
The army is here..lol,2 weeks ago,MSNBC,
We 'Canadian's have always been sure of that.. and  that's only 'one' of the reason's that  we love the U.K.  so much. We alway's have been  'Buddy's in arms' ! ,2 weeks ago,MSNBC,
You liberal losers haven¡¯t learned a thing,4 weeks ago,MSNBC,
"Holy fecal matter, you make sense, thank you.",4 weeks ago,MSNBC,
Please remember to thank the American electorate for all this chaos. They wanted cheaper eggs!  Wait till they vote for De Santis or Vance.,4 weeks ago (edited),MSNBC,
He said he was sarcastic about ending the ukraina war in one day. I knew that all along. He always acts like he is bigger than he is. I agree with every word this man says in this video.,4 weeks ago (edited),MSNBC,
Trump is crazy ?? .. wake up USA ¡¦  maybe it¡¯s too late ..  Trump is a traitor,4 weeks ago,MSNBC,
Project 2025 is in Full Effect under Trump.,4 weeks ago,MSNBC,
Like he cares what a president is allowed to do but also with congress being predominantly republican he¡¯s been able to pass things against the constitution,4 weeks ago,MSNBC,
Elon and those are doing an outstanding job. I would say MSNBC¡®s ratings are so are so low. I would investigate them. They¡¯re probably taking some kickbacks.,4 weeks ago,MSNBC,
Prime Minister Justin Trudeau you will be missed thank you for putting Trump in his place you stood up to him the people didn't give you fairness only in doubt of ignorance now we must stand on guard as Carney takes potum in running as PM ughhhh,4 weeks ago,MSNBC,
Does anyone here have a clue what reciprocal means? This gut is the liar,4 weeks ago,MSNBC,
never try to argue with a lunatic..this always leads to nowhere,4 weeks ago,MSNBC,
it would have been much better trump was in jail where he belongs to...instead he is wrecking USA and world wide economies,4 weeks ago (edited),MSNBC,
Great Report!!,4 weeks ago,MSNBC,
Dealing with people that see Canadians as weak and are threatening our sovereignty . Maybe you don't want to put tariffs on potash but one sure could slow up the production rate and readily availability of  such an abundant vital necessary resource.Which will speak volumes through the quality of food the US produces and it's long term marketing abilities.,4 weeks ago,MSNBC,
"Hey , get a Life you freak. All this garbage coming from your mouth about president Trump, is just that.  Lol your a joke. ?",4 weeks ago,MSNBC,
Real smart to make fun of someone in charge with mental illness,4 weeks ago,MSNBC,
Its amazing how fast things happen in Washington when politicians are lying to our faces,4 weeks ago,MSNBC,
Its all wall street manipulation....,4 weeks ago,MSNBC,
"Your explanations are clear and concise. Despite watching several trading videos, I haven't found practical advice that resonates with me. Could you kindly suggest a reputable trading coach who can effectively guide me through the process?""",4 weeks ago,MSNBC,
President Trump do much to his colleague. I know that only Tulsi Gabar is a most trusted person. And other they want to destroy him,4 weeks ago,MSNBC,
"So make those things here, why are we so concerned about world market? Fix within our borders. Domestic manufacturing. Problem is you can¡¯t inflate prices as easily.",4 weeks ago,MSNBC,
Only white people can fix this dark evil thank you JESUS,4 weeks ago,MSNBC,
"For once don't buy products from the USA. Europe is a good manufacturer and you can import from other countries. First of all, let's start with US petrodollars. Dump it. When will you learn to stand on your own two feet? Don't buy US products.",4 weeks ago,MSNBC,
That's what happens when you vote for a person with mental problems and hate plus doesn't know how the economy works,4 weeks ago,MSNBC,
Trump is afraid of Putin. Trump is the choise of the American people.,4 weeks ago,MSNBC,
Definitely yes TRUMP IS A PATHTHETIC CRY LIKE A BABY IF HE DOESN'T GET HIS OWN WAY.A GENESIS he is not,4 weeks ago,MSNBC,
Good coffee is great in the hill countries  in theYSA also Maxwell hohopeful my grandmother has always used to be the best. Now its FOLGERS.LOL,4 weeks ago,MSNBC,
Fake news CLICK BAIT,4 weeks ago,MSNBC,
MSNBC WILL BE SHUT DOWN BY SUMMER,4 weeks ago,MSNBC,
"I think the damage to the  American economy has just begun and quite possably a depression . I believe that the behaviour of Washington's politics has given China and Canada the reins to shift global power away almost completely from America ,its already happening .Thank you kindly Trump  ??",4 weeks ago,MSNBC,
Bunch of foreigners watching liberal Lawrence... you guys are obviously NOT America first.,1 month ago,MSNBC,
"And even if he did, he wouldn¡¯t care",1 month ago,MSNBC,
"Oh wow, another brilliant take from the 24-hour news cycle.  Imagine actually understanding economics and trade, instead of just regurgitating whatever narrative fits the agenda. 

So let¡¯s break this down real slow for the people in the back: Trump imposes tariffs to level the playing field with China, Mexico, and Canada, and somehow¡¦ that¡¯s a bad thing? ?? Oh no, how dare America try to stop hemorrhaging money overseas and actually protect its own industries. 

 Trade Imbalances? Never Heard of Them!
For decades, the U.S. has been getting absolutely fleeced by countries that love to sell us their stuff but conveniently don¡¯t want to buy anything from us. China? $295 billion trade deficit. Mexico? $172 billion. Even our ¡°friendly¡± neighbor Canada? $63 billion. But yeah, sure, let¡¯s just keep bending over for them. ??

 Tariffs = Bad? Nah, It¡¯s Called Smart Business.
The media loves pretending these tariffs are just Trump throwing a tantrum, when in reality, it¡¯s about forcing fair trade. You know, that thing where both sides actually benefit instead of one side (us) getting milked dry like a cash cow. 

 ¡°But But But¡¦ It¡¯ll Raise Prices!!¡±
Oh, you mean the price of cheap garbage made with slave labor might go up a little? ?? Meanwhile, American factories get a fighting chance to actually produce again? Yeah, I think we¡¯ll manage. Besides, y¡¯all weren¡¯t complaining when inflation was eating your paycheck alive. Funny how that works. 

 And Let¡¯s Not Forget China¡¯s Side Hustle?Fentanyl.
You think this is just about trade? Let¡¯s talk about how China¡¯s been flooding the U.S. with fentanyl, killing hundreds of thousands of people. But sure, let¡¯s cry about tariffs instead of the fact that China literally enables a deadly drug epidemic. ???¡Î?

 Bottom Line:
Trump¡¯s playing the long game here. Of course, the media won¡¯t get it?they¡¯re too busy clutching their pearls because America First sounds like a bad thing to them.  Meanwhile, the real world knows: fair trade, strong industry, and holding China accountable = long-term economic security. But hey, let¡¯s just keep listening to the same people who told us outsourcing all our jobs was a good idea. What could possibly go wrong? ??",1 month ago,MSNBC,
"The only one who was
Humiliated is Trudeau himself.  Seeing a grown man pretending to cry is enough to make someone vomit.",1 month ago,MSNBC,
"I think TRUDEAU IS GOING TO BE MISSED!!??  HE HAS FINALLY GROWN A PAIR AND ITS TOO LATE? HE is the ONLY one that been making any sense, imo.",1 month ago,MSNBC,
My question is straight and simple. Why Trump was elected again?,1 month ago,MSNBC,
Bravo Trudeo sir your performance during Donald Trump issue is appriciated. He should definately Run in the Election again,1 month ago,MSNBC,
Wow! You are a bunch of idiots.,1 month ago,MSNBC,
Whatever,1 month ago,MSNBC,
These are classic narcissist strategies of manipulation threatening then pulling back and winning back admiration. Keep people on edge allows him to remain in control.,1 month ago,MSNBC,
TRUMP IS CREATING CHAOS AND CONFUSION WHILE DOGE DOES THEIR THING,1 month ago,MSNBC,
I am guessing Trump is making a killing in the stock market buying ¡°put¡± orders.,1 month ago,MSNBC,
Well said sir.great to see real presenters. Speak the truth.,1 month ago,MSNBC,
"As an American, I want to apologize to our Neighbors Canada and Mexico, who have had to be treated so poorly by this ogre of a POTUS.",1 month ago,MSNBC,
Florida here. Canada  is the best neighbor America has ever had. I you all.,1 month ago,MSNBC,
This is why Trump is trying to start wars with our allies.  Probably the worst dealmaker of our time.,1 month ago (edited),MSNBC,
Way to go,1 month ago,MSNBC,
"Lawrence there is a crazy reason- Step one: Announce tariffs
Stock market drops.
Step two: Billionaires buy lots of stock.
Step three: Immediately roll back tariffs. Stock market rebounds.
And this is how the rich get richer.",1 month ago (edited),MSNBC,
Trudeau only humiliates himself.,1 month ago,MSNBC,
"USA like also their media is just a freakin joke.... if its illegal by the constitution why hes still president, why the cogress dont react to it... like i said, just a joke...",1 month ago (edited),MSNBC,
"MSNBC, like CNN, is a joke!!!",1 month ago,MSNBC,
Speak your Truth! I'm with you on Freedom of Speach and Opinion and Choices.,1 month ago,MSNBC,
NOT A RELIABLE NEWS SOURCE,1 month ago,MSNBC,
Propaganda at its finest,1 month ago,MSNBC,
Canadians want a federal election called because the current PM has not been federally elected. Carney was voted in by the Liberal party as Trudeaus replacement because Trudeau resigned. Canadians are furious with the Liberals. We want an election which is a legal entitlement we are not receiving. MSNBC is only representing the Liberal point of view and they are not the majority. Canadian Conservatives like Trump and the USA.,1 month ago,MSNBC,
Thanks for this show . I watch at night. We the people  have enough of him time to remove .,1 month ago,MSNBC,
"America loves it's guns right? Ive one question, who missed the easy target?",1 month ago,MSNBC,
"Trump is a bully, that us very jealous of Canada and Canadians, evidently.  Trump needs to grow up! and stop contradicting himself",1 month ago,MSNBC,
"All those moaning about Canada's tariffs in retaliation to Trump's and his animosity, you don't get it do you.  We're protecting Canada and Canadians from harm of Putin's best buddy Trump.

I bought pears from SA not USA yesterday.",1 month ago (edited),MSNBC,
"The Republicans can control Donald Trump but they don't  know how, that means they the Senators don't  have any clout and their constituents have dud leaders.",1 month ago,MSNBC,
"Just aroud the corner mexico hearing this and immediatly thinking what a fool for thinking we could have been Florida's best friend,  just because the florida men shared so many qualities with the oarty hungry mexican man. an waking the oposite way wa we dropped a bootle of tequila into the trash",2 weeks ago,MSNBC,
US should help Ukraine.,1 month ago,MSNBC,
How in the world could this meanstream newscaster know the amount of fentanyl that came across the Canadian/US border last year?  He knows only how much was stopped at the border.  He doesn't have a clue as to how much was successfully smuggled into the US.,1 month ago,MSNBC,
Hope Trump & Musk lose it all......,1 month ago,MSNBC,
"TRUMP IS PUTIN'S PUPPET, TRUMP IS A COWARD, STRONG WITH THE WEAK BUT WEAK WITH THE STRONG",1 month ago,MSNBC,
"So, a spoon full. I'll be ok? Thanks for your great wisdom",1 month ago,MSNBC,
Not even 1/4 year. Yet!,1 month ago,MSNBC,
"The Tariffs ""thing"" is merely a bluff - so that Trump will declare, (as he has done before) a National Emergency situation - which would allow the demented lunatic whose mother named, ""Donald"", executive powers - more powers than a president would normally have",1 month ago,MSNBC,
"""We couldn't survive for a day without coffee""? Do you mean we as individuals? Or we as a country because we have so many coffee shops? I don't drink coffee. I am surviving without coffee. I don't think coffee is good for anyone. If we couldn't get coffee any more, an adjustment would be made as it was when cars were invented and people quit driving horses as their main transportation.",1 month ago,MSNBC,
You are in the minority.,1 month ago,MSNBC,
you are a lost soul 80 % of the people think you are stupid,1 month ago,MSNBC,
Pathetic. I can¡¯t stand watching you,1 month ago,MSNBC,
No he didn¡¯t. You are pathetic. Not worthy to be called journalism,1 month ago,MSNBC,
"Lawrence personifies the Peter Principle. He makes MSNBC the laughing stock of the media world with his silly propaganda and  half truths. But he is greedy for Globalist Elite payola so he keeps spinning his insults. The London-Wall Street Mafia controls pawns like Lawrence to promote financial slavery,  bloody, no win wars and financial slavery to fill the pockets of the Elite which feathers Lawrence's nest.",1 month ago,MSNBC,
"Wall Street no longer knows where to stand with this madman who changes his mind twice a DAY.Check the dow jones graph...Elon Musk lost a third of his wealth in a couple of days...
Good luck for the next four years, guys, sincerely. stop swallowing Trump snakes...",1 month ago,MSNBC,
Explained well. Thank you.,1 month ago,MSNBC,
"Le Canada doit se rapprocher de l¡¯Europe, ?conomiquement, militairement... les USA ont d¡¯autres alli?s maintenant, la Russie, la Cor?e du nord, en attendant d¡¯autres pays aussi... libres et pacifiques !",1 month ago,MSNBC,
Fake news,1 month ago,MSNBC,
"Trump only drinks Coke, not coffee ever.  Just another childish thing about him.  He has never known what tariffs are or who pays them.",1 month ago,MSNBC,
Pick a lane bro. Now you WANT tariffs? or is this just more TDS?,1 month ago,MSNBC,
"So  ignorant,",1 month ago,MSNBC,
"Another day in Trumpland, where reality is bent, and the economy crumbles before our eyes ? but don¡¯t worry, according to the president himself, everything is fantastic. Each day brings new examples of how a man with a grasp of economics weaker than a wet napkin continues steering the U.S. straight toward the abyss, while his supporters cheer like passengers on the Titanic insisting the iceberg is just a Democratic hoax.

And then there's FOX News, working with almost admirable creativity to explain how an economic meltdown is actually brilliant, and how bank failures, inflation, and debt crises are just signs that ""the system is fixing itself."" The MAGA crowd nods in agreement?possibly without understanding a single word.

Perhaps it¡¯s time to invest a little more in education? When a large portion of the population still believes that billionaires care about them, that taxes are evil, and that the economy thrives best when left in the hands of a man who has driven countless businesses into bankruptcy?well, then an increased education budget might be a necessary investment.

Hang in there, you smart, thinking Americans?the world sees you, and we¡¯re rooting for you.",1 month ago,MSNBC,
"f ing hilarious...  your channel is a complete joke... every word spoken is delusional bs... Trudeau is the coward, a weasly, pathetic traitor... as this clip continiues, it is simply staggering the ignorance and lies being spouted by your activist, oh sorry, do you think he's a journalist?",1 month ago,MSNBC,
"I am very particular now about buying ONLY made in Canada all thanks to Trump and his ignorance of Economics. Guess what, Canadian products are by far equal and some even better in quality thsn the American product",1 month ago,MSNBC,
No one gives af about canada. We get our own coffee we good like tf is this clown making up,1 month ago,MSNBC,
Wall st dumb asf,1 month ago,MSNBC,
"I will never visit the USA.
Support to Canada. Greetings from Switzerland",1 month ago (edited),MSNBC,
30 minute speech by Trudeau..,1 month ago,MSNBC,
Im from Republic Of Ireland........i was listening to Mr Trudeau speak last week and was deeply touched by how amazingly  genuine a person he is..,1 month ago,MSNBC,
"Come Lou, ease up. Your station is in the ratings toliet because you hate Trump and most of your news is hyperbole.",1 month ago,MSNBC,
BROKE BACK BRAIN,1 month ago,MSNBC,
"If Trump is so evil and undermining America, why is there not one influencer, social media or news media calling for his impeachment? Otherwise you're just noise without relevance.",1 month ago,MSNBC,
"This man cannot make up his mind what he wants,impeach him and get him out of the way,otherwise America will never be great again.",1 month ago,MSNBC,
So true I'm an Native American and a normal US citizen.I stand with Canada.We may have a good relationship but we sure do have a stupid President ever.,1 month ago,MSNBC,
Stop lying,1 month ago,MSNBC,
Leave him alone he went on about injecting bleach and putting a boarder round mexico last term he was in power youse knew this about his last term youse still elected him,1 month ago,MSNBC,
"Trump's a pathologal lier he knows what he doing this for because he and the Republican party is above the law 
??",1 month ago,MSNBC,
DT is a disgrace to America  ??,1 month ago,MSNBC,
"We should not even try to n?gociante with them anymore, we should cut the supply where it hurts them, like stop exporting minerals, goods for the farmers and the electricity, and not back down. They will stop the the tariffs for sure.",1 month ago,MSNBC,
"Trump coward...steals from disabled and elderly, children...time to stand up America!!!!",1 month ago,MSNBC,
Omg this is a circus ?? Canada  is not mad with  Americans they are upset with this nonsense ! Well I guess we need is for him to Change Jesus name ! That will anger God te real owner of Earth,1 month ago,MSNBC,
I'm not going to visit the USA,2 weeks ago,MSNBC,
lol,1 month ago,MSNBC,
Omg this is a circus ?? Canada  is not mad with  Americans they are upset with this nonsense !,1 month ago,MSNBC,
"But yet the markets up  your bashing a man for doing whats best for ""THE FUTURE """,1 month ago,MSNBC,
MSNBC is a sad joke for low IQ individuals!,1 month ago,MSNBC,
Wall street n how many time that crashed n left millionbroke,1 month ago,MSNBC,
Why did Americans put Donald Trump back in the White House?,1 month ago,MSNBC,
"Lawrence O'Donnell, another MSNBC Talking head intent on stirring fear and hysteria over POTUS Trumps' America 1st agenda. Sad part is, Boston Mayor, Michelle Wu, was allowed to conflate the definition of ""Immigrant"" and not draw a distinction between LEGAL and ILLEGAL immigrants! I can take exception to the way Mayor WU conflates the term immigrant as I am a 50 year LEGAL immigrant to the USA! Legal Immigration took my family a long time, quite a bit of money, and a guarantee from a family member as to support us if my mom and dad could not find employment so that we didn't turn into wards of the state right away.???¡Î",1 month ago (edited),MSNBC,
I¡¯m here glad I live in Canada,1 month ago,MSNBC,
"If the Trump tariffs are so bad, why didn't the Biden administration to anything about it when they just won the election and had full control of the house and senate? Why? Why? Why?",1 month ago,MSNBC,
Canadians are so whiney Just do your thing and we will do ours. I  have never seen so many crybabies in my life. Even their great PM cried like a baby at the podium.. How nauseating.,1 month ago,MSNBC,
"Hi haveyou see the enwirocatastrop in USA, Asia, China, FILIPPINS, SPAIN,  Greez, Russia, Polen, Arabia, Dubai, Spain, Italy, Japan,  over thi. So shipping, as Industry catastropic  enormless in USA as them to whom produce kind fabric is in catastrop so,,.... Therefore high fee, shiping, boards, as so media do",1 month ago,MSNBC,
Worst President ever!! Impeach the leach!!,1 month ago,MSNBC,
"This like a parody o propaganda it so asinine. 
People who feel informed by this shouldn't be allowed an opinion let alone have the vote.
This thread is factually full of brainwashed low IQ drones.",1 month ago,MSNBC,
Fight back Canada!! The majority of us Americans want u to!!!,1 month ago,MSNBC,
Msnbc a news network for the mentally ill,1 month ago,MSNBC,
"Yes, the bully must be stopped. L. O'Donnell , love your show, you're awesome, keep up the great job. Here from Puerto Rico, Canada we are with you. You show that bully.",1 month ago,MSNBC,
MAGA !!!!! TRUMP IS YOUR PRESIDENT !!!,1 month ago,MSNBC,
Like that most people see through this newly-elected Leader's threats.,1 month ago,MSNBC,
lairs,1 month ago,MSNBC,
Nice try MSNBC,1 month ago,MSNBC,
North Dakota backs Canada,1 month ago,MSNBC,
As yourself? Well don't watch it then.,1 month ago (edited),MSNBC,
The people who did are just as ignorant to tariffs and how they work as he obviously is. It's either that or their hatred for others is greater.,1 month ago,MSNBC,
"Keep- um ignorant ,isolated , dazzalled with wild promises in an entertaning manner ,bullshited by Fox propoganda and podcasts , radio ,etc. Appeal to their sence of victimization and entitlement .Ironicly it,s always the Repubs. who actualy DO victimize their own supporters ,continualy ,forever . Dems continuly legislate for the better of Americans against Repub. objections .",1 month ago,MSNBC,
Trump for the win suckerz! Start cryin,1 month ago,MSNBC,
"Oh wow, another brilliant take from the 24-hour news cycle.  Imagine actually understanding economics and trade, instead of just regurgitating whatever narrative fits the agenda. 

So let¡¯s break this down real slow for the people in the back: Trump imposes tariffs to level the playing field with China, Mexico, and Canada, and somehow¡¦ that¡¯s a bad thing? ?? Oh no, how dare America try to stop hemorrhaging money overseas and actually protect its own industries. 

 Trade Imbalances? Never Heard of Them!
For decades, the U.S. has been getting absolutely fleeced by countries that love to sell us their stuff but conveniently don¡¯t want to buy anything from us. China? $295 billion trade deficit. Mexico? $172 billion. Even our ¡°friendly¡± neighbor Canada? $63 billion. But yeah, sure, let¡¯s just keep bending over for them. ??

 Tariffs = Bad? Nah, It¡¯s Called Smart Business.
The media loves pretending these tariffs are just Trump throwing a tantrum, when in reality, it¡¯s about forcing fair trade. You know, that thing where both sides actually benefit instead of one side (us) getting milked dry like a cash cow. 

 ¡°But But But¡¦ It¡¯ll Raise Prices!!¡±
Oh, you mean the price of cheap garbage made with slave labor might go up a little? ?? Meanwhile, American factories get a fighting chance to actually produce again? Yeah, I think we¡¯ll manage. Besides, y¡¯all weren¡¯t complaining when inflation was eating your paycheck alive. Funny how that works. 

 And Let¡¯s Not Forget China¡¯s Side Hustle?Fentanyl.
You think this is just about trade? Let¡¯s talk about how China¡¯s been flooding the U.S. with fentanyl, killing hundreds of thousands of people. But sure, let¡¯s cry about tariffs instead of the fact that China literally enables a deadly drug epidemic. ???¡Î?

 Bottom Line:
Trump¡¯s playing the long game here. Of course, the media won¡¯t get it?they¡¯re too busy clutching their pearls because America First sounds like a bad thing to them.  Meanwhile, the real world knows: fair trade, strong industry, and holding China accountable = long-term economic security. But hey, let¡¯s just keep listening to the same people who told us outsourcing all our jobs was a good idea. What could possibly go wrong? ??",1 month ago,MSNBC,
Mindless voters Did that.,4 weeks ago (edited),MSNBC,
-c7q? possibility because I just don't understand,4 weeks ago,MSNBC,
"sorry but the ENTIRE WORLD is with Canadian people, just the EU has a bigger GDP & military than the USA alone leaving out the rest of the world. Trump can¡¯t win this, he will DESTROY the USA just when they were at their peak of global influence¡¦¡¦¡¦",4 weeks ago,MSNBC,
"I'm an American. And how Trump won is beyond most of us, But we had 13 million people not go vote like the last time and he won. Thanks to the uneducated and people who believe in false promises. Hilarious how poor folks listen to rich people.",4 weeks ago,MSNBC,
You've just proven the point that MAGots are morons.,4 weeks ago,MSNBC,
"Right after the voting ended,the number one google search in america became: ""how do tarrifs work?"". I think that answers your question",4 weeks ago,MSNBC,
Because many were IDIOTS and belived his lies.,4 weeks ago,MSNBC,
Musk put him back in the WH!! This needs to be investigated!,3 weeks ago,MSNBC,
RACIST PEOPLE  MAGA REPUBLICAN PRATY PUT HIM IN THEIR NOT REAL AMERICANS,3 weeks ago (edited),MSNBC,
Because he stupid and lies to his people,2 weeks ago,MSNBC,
"You do know, that we will lie: Fabricate a good answer to your question, then declare it to be the truth.  We are consumate liars",6 days ago,MSNBC,
Putting Donald Trump back in the USA was the worst idea America did.,9 hours ago,MSNBC,
He's dangerous & should be restrained to protect mankind.,1 month ago,MSNBC,
Trudeau speech is true and American people¡¯s be affect by Trump stupid¡¯s action .,1 month ago (edited),MSNBC,
"Donald Trump mark my word "" YOU WILL BE IMPEACH""",1 month ago,MSNBC,
"Even if you are the wealthiest country in the world, issuing a tariffs is not easy or not possible because you are also dependent in the economy, trade and products of other countries/allies. Nice try though.",1 month ago (edited),MSNBC,
Well that's what idiots do.,1 month ago,MSNBC,
Have you ever lied ? The president is in negotiating a national business . It is not your jurisdiction to judge nor to vilify your superior.,1 month ago,MSNBC,
"Trudeau couldn't humiliate a toilet paper stuck on a shoe, let alone president Trump. MSNBC and their ""viewers"" as delusional as ever I see.",1 month ago,MSNBC,
Tarrif no tarrif tarrif no tarrif tarrif no tarrif and now so much tarrif unless Canada becomes the 51 state. Not realizing that UK owns Canada.,1 month ago,MSNBC,
We love Trump and Vance,1 month ago,MSNBC,
Fake news you should be taken off the air and put in jail,1 month ago,MSNBC,
Changing your mind is a sign of intelligence. If you come to realize your idea is bad you don¡¯t double down. It¡¯s ok to change your mind. Trump however is learning Canada doesn¡¯t back down when their country and people are threatened. He should have looked at the history of our people.,1 month ago,MSNBC,
IMPEACH !  TUPID' CRASH DUMMY CAN'T BE TRUSTED ! GO00o awaY ! F0OLING NOONE !,1 month ago,MSNBC,
Don¡¯t drink the FUD¡¦,1 month ago,MSNBC,
Trump drinks Diet Coke,1 month ago,MSNBC,
Can someone please mute him. Oh not you Mr. Lawrence. I like listening to you.,1 month ago,MSNBC,
Is this guy an Id iot??,1 month ago,MSNBC,
You shouldn¡¯t have to worry about it being restricted. That¡¯s the problem nowadays. All social media platforms are woke. You should be able to show it like it is. It¡¯s a disgrace. Totally disgusting! As are those dickweeds pushing the shopkeeper sound!,1 month ago,MSNBC,
Donald trump¡¯s most favourite saying is don¡¯t believe the lies I tell you half of them are not true,1 month ago,MSNBC,
Poo,1 month ago,MSNBC,
Why are we not checking if Trump is  competent mentally? Changing  his own mind back and forth. Sounds like a fickle person.,1 month ago,MSNBC,
"What He Know Abouth Marketing Price , He Jest Expert For His Hotel Badroom Market , --",1 month ago,MSNBC,
??,1 month ago,MSNBC,
??,1 month ago,MSNBC,
"Lawrence  he likes the word ""tarrifs""!",1 month ago,MSNBC,
The stock market is tariffified,1 month ago,MSNBC,
"Let Untill He In Jailed By Fed Judge , --",1 month ago,MSNBC,
trumpTRUMPTRUMPGO GO GO,1 month ago,MSNBC,
traitor trumpis trying to pass off under the table money to  russia off the high tariffs imposed on free democratic countries. sleazebag trump shuffling money off to ruissia.  hmmm,1 month ago,MSNBC,
"how long the USA and the american people will be able  to  survive the  TRUMP policies and 
ridiculousness ?????????",1 month ago (edited),MSNBC,
"Biden never backed down because, unlike Trump, he never stood up to anyone.",1 month ago,MSNBC,
"Mayor Wu.....WHY did you find it necessary to insert "".god fearing.."" in your speech?  
There is NO place, in Government on ANY level, for mention of ANY gods!",1 month ago (edited),MSNBC,
Make that make sense!!!,1 month ago,MSNBC,
"Lawrence is a potato, and MSNBC is collapsing because of idiots like this..",1 month ago,MSNBC,
I did not know there were 7 million ignorant folks on YouTube. This guy makes me want to vomit.,1 month ago,MSNBC,
